WKT,name
"POLYGON ((-73.9939354 40.7729491, -73.9818762 40.7681389, -73.9581357 40.8005621, -73.9709674 40.8060034, -73.9712035 40.805711, -73.9766537 40.7980282, -73.9803015 40.7928299, -73.9805376 40.7925862, -73.9815675 40.7910104, -73.9846145 40.7866402, -73.9857732 40.7867052, -73.9860307 40.7864453, -73.9857518 40.786559, -73.9848935 40.786494, -73.9850437 40.7860879, -73.9857732 40.7863153, -73.9852368 40.7859904, -73.9854514 40.7854705, -73.9861166 40.7862016, -73.9864599 40.7859904, -73.9870392 40.7851618, -73.9861809 40.7859904, -73.9856016 40.785438, -73.9857303 40.7851455, -73.986653 40.7853892, -73.9859234 40.7850643, -73.9862668 40.7848368, -73.9870178 40.7849993, -73.9862024 40.7846744, -73.986138 40.7848206, -73.9859449 40.7847231, -73.9870821 40.7831634, -73.9890992 40.7798976, -73.991481 40.7798001, -73.9915883 40.7795888, -73.9913522 40.7796701, -73.988949 40.7796538, -73.9903866 40.777639, -73.9909874 40.7775903, -73.9924466 40.7755429, -73.9922534 40.7754291, -73.992232 40.7751854, -73.9926397 40.7749904, -73.994013 40.7732517, -73.9960729 40.7741129, -73.996266 40.7737717, -73.9951073 40.7733329, -73.9949357 40.7734954, -73.9942919 40.7732192, -73.9943348 40.7729754, -73.9939354 40.7729491))",Upper West Side
"POLYGON ((-73.9709674 40.8060034, -73.9610554 40.8018523, -73.9604546 40.8036714, -73.9600469 40.8047759, -73.959725 40.8056367, -73.9590384 40.8065463, -73.9584375 40.8073584, -73.9579226 40.8079918, -73.9576865 40.8084953, -73.9573861 40.8091287, -73.9571072 40.8096809, -73.9571501 40.8100219, -73.958223 40.8106391, -73.9568711 40.8126529, -73.9596821 40.8137897, -73.9583517 40.8156573, -73.9594031 40.8169727, -73.9620639 40.8181256, -73.9622141 40.8179795, -73.9634157 40.8166641, -73.9643813 40.8154624, -73.965068 40.8143743, -73.9656473 40.8135786, -73.9663554 40.8124743, -73.967085 40.8113699, -73.9678145 40.8103467, -73.9684154 40.8095022, -73.9684797 40.8091774, -73.9688874 40.8089013, -73.9693595 40.8081217, -73.9709674 40.8060034))",Morningside Heights
"POLYGON ((-73.973004 40.7643923, -73.9645937 40.7606267, -73.9587143 40.7583838, -73.9570824 40.7597765, -73.9558378 40.7610118, -73.9537779 40.7628971, -73.9519325 40.7649124, -73.949658 40.7674801, -73.9481989 40.7694302, -73.945109 40.7722903, -73.9436928 40.7737853, -73.9424912 40.7753453, -73.9424482 40.7758328, -73.942062 40.7761577, -73.9422122 40.7767752, -73.9424482 40.7773277, -73.9428774 40.7785626, -73.9425341 40.779115, -73.9434782 40.7797325, -73.9439074 40.7816497, -73.943564 40.7828196, -73.955752 40.7879211, -73.973004 40.7643923))",Upper East Side
"POLYGON ((-73.943564 40.7827546, -73.9429377 40.783579, -73.9400194 40.7850737, -73.9381741 40.7870233, -73.9372728 40.7891029, -73.9360712 40.788518, -73.936157 40.7890054, -73.9371012 40.7894603, -73.9359425 40.7910848, -73.9352129 40.7914422, -73.9330671 40.7930343, -73.9301918 40.7945613, -73.9289902 40.7966081, -73.9289473 40.7989147, -73.929076 40.8009289, -73.9297626 40.8027481, -73.9307497 40.8043723, -73.9320372 40.8059966, -73.9335821 40.8077182, -73.9342688 40.8091474, -73.9342258 40.8118434, -73.9339254 40.8139871, -73.9340542 40.8147341, -73.9339684 40.8156435, -73.9337538 40.8159034, -73.9338396 40.8174948, -73.9338825 40.8183717, -73.934655 40.8168777, -73.9427417 40.8057085, -73.9412486 40.8050287, -73.942073 40.8038942, -73.9430041 40.8025325, -73.9446218 40.8032499, -73.955752 40.7878561, -73.943564 40.7827546))",East Harlem
"POLYGON ((-73.9595566 40.8012781, -73.9492569 40.7969167, -73.9446218 40.8032499, -73.9430041 40.8025325, -73.9412486 40.8050287, -73.9427417 40.8057085, -73.9382052 40.8120077, -73.9359367 40.8151897, -73.9348238 40.816732, -73.9338825 40.8183717, -73.9339147 40.8187127, -73.9338074 40.8188913, -73.9338074 40.8196221, -73.9339791 40.8198007, -73.9341936 40.824055, -73.9343009 40.8243473, -73.9343438 40.8251754, -73.9344726 40.8267017, -73.9344082 40.8270264, -73.9346657 40.8280981, -73.9457593 40.8326928, -73.9500723 40.834641, -73.9502011 40.8344137, -73.9506087 40.8337319, -73.9511881 40.8326928, -73.9528833 40.8302899, -73.9539561 40.8285527, -73.9545999 40.8279194, -73.9547501 40.8279194, -73.9550934 40.8273999, -73.9562736 40.8279194, -73.9570031 40.8270427, -73.9572821 40.8271076, -73.9594923 40.8236166, -73.9588271 40.8234137, -73.9582477 40.8230808, -73.9582477 40.8228047, -73.9579687 40.8227885, -73.9586125 40.8218467, -73.9590631 40.8226099, -73.9589343 40.822756, -73.9595351 40.8229996, -73.9597068 40.8228535, -73.9597283 40.8226911, -73.9598355 40.8225449, -73.9592991 40.8223176, -73.9590416 40.8224313, -73.9588056 40.8218305, -73.95887 40.8215544, -73.9590845 40.821181, -73.9590845 40.8214408, -73.9591489 40.8215707, -73.9595781 40.8212946, -73.9594279 40.8211322, -73.9592562 40.8212784, -73.9591918 40.8210835, -73.9598141 40.8203366, -73.9600179 40.8203853, -73.9605115 40.8199062, -73.9613376 40.8194434, -73.9615414 40.8192486, -73.9613805 40.8192567, -73.9612303 40.8190618, -73.9614878 40.8186721, -73.9619599 40.8189157, -73.9620671 40.8191268, -73.9623246 40.8192892, -73.9624963 40.8191755, -73.9622173 40.8189806, -73.9625607 40.8187695, -73.9624748 40.8185747, -73.9620242 40.8188507, -73.9616165 40.8186234, -73.9620639 40.8181256, -73.9594031 40.8169727, -73.9583517 40.8156573, -73.9596821 40.8137897, -73.9568711 40.8126529, -73.958223 40.8106391, -73.9571501 40.8100219, -73.9567027 40.8107796, -73.9549861 40.810065, -73.9582477 40.8055824, -73.9582048 40.8031947, -73.9595566 40.8012781))",Harlem
"POLYGON ((-73.9500723 40.834641, -73.9346657 40.8280981, -73.9349688 40.8309172, -73.9350117 40.8334175, -73.9349688 40.8353982, -73.9344109 40.8358852, -73.934368 40.8363073, -73.930806 40.8425086, -73.9307202 40.8429306, -73.9296473 40.8451382, -73.9289177 40.8460473, -73.9255703 40.8512089, -73.9226092 40.8553638, -73.9228667 40.8586746, -73.9272011 40.8654255, -73.932308 40.8698717, -73.932351 40.8695471, -73.9325655 40.8691252, -73.9323939 40.8688007, -73.9324368 40.8674052, -73.9330805 40.8674052, -73.9326943 40.8670482, -73.9351834 40.8636405, -73.9364708 40.8619528, -73.9375437 40.8602326, -73.9390887 40.8582202, -73.9396895 40.8572789, -73.940462 40.8565973, -73.9407624 40.8557209, -73.9421357 40.8534811, -73.9433373 40.8523125, -73.9444102 40.8519879, -73.9456547 40.8512738, -73.946041 40.8513387, -73.9461697 40.8509816, -73.9465989 40.8509816, -73.947028 40.8503324, -73.9465559 40.8488391, -73.9468564 40.8471186, -73.9462555 40.8462745, -73.9464701 40.8459499, -73.9460839 40.8447811, -73.9461268 40.8436773, -73.9482296 40.8403333, -73.9494742 40.8369242, -73.9500723 40.834641))",Washington Heights
"POLYGON ((-73.932308 40.8698717, -73.9272011 40.8654255, -73.9228667 40.8586746, -73.9226092 40.8553638, -73.9222979 40.8556592, -73.9221477 40.8558783, -73.9217292 40.8563409, -73.9215039 40.8566249, -73.9216649 40.8566817, -73.9218043 40.8565356, -73.921858 40.8563571, -73.9222335 40.855927, -73.9223944 40.8559757, -73.9223193 40.8561299, -73.9223622 40.8565275, -73.9223086 40.8566817, -73.9220404 40.8568683, -73.9219546 40.856982, -73.9218151 40.8570794, -73.9216649 40.8570875, -73.9215254 40.8571524, -73.921697 40.857412, -73.9212679 40.8576068, -73.9208816 40.8576392, -73.9210962 40.8579638, -73.9205812 40.8581586, -73.9211821 40.8583209, -73.9212679 40.8590025, -73.9219116 40.8591323, -73.9218687 40.8596516, -73.9213108 40.8603982, -73.92071 40.8593595, -73.9194654 40.8588402, -73.9183926 40.8600411, -73.9183067 40.8604955, -73.9178776 40.8606903, -73.9178776 40.8610797, -73.9173197 40.8618262, -73.9168047 40.8620859, -73.9162039 40.8624754, -73.9154314 40.8629622, -73.9155601 40.8633192, -73.9152168 40.8636762, -73.9153027 40.8640332, -73.9159035 40.8640982, -73.9159035 40.8644552, -73.915131 40.8644552, -73.9147877 40.8648446, -73.9144873 40.864585, -73.9138864 40.8647148, -73.9118694 40.8678953, -73.9115261 40.8681549, -73.9115261 40.8685768, -73.911097 40.8691285, -73.9114403 40.8695829, -73.9108824 40.8695829, -73.9106678 40.8710757, -73.9104532 40.8715625, -73.9108395 40.8725685, -73.9116548 40.8733148, -73.912084 40.8734122, -73.9121698 40.8737691, -73.914101 40.8741585, -73.9147448 40.874483, -73.916161 40.8746128, -73.9169764 40.8743857, -73.9182209 40.8737042, -73.9186501 40.8732175, -73.9193796 40.8736718, -73.9191221 40.8747102, -73.9207529 40.875489, -73.9211391 40.875132, -73.9206242 40.8742559, -73.9199804 40.8738016, -73.9200663 40.873185, -73.9207958 40.8730228, -73.9217829 40.8733473, -73.9225553 40.8742559, -73.9226841 40.8749698, -73.9224695 40.8758784, -73.9224695 40.8767221, -73.9229416 40.8772088, -73.9245724 40.8774684, -73.9251732 40.8772737, -73.9263319 40.8771115, -73.9265894 40.8773711, -73.9262461 40.8776306, -73.9266323 40.8775657, -73.927319 40.8768194, -73.9280485 40.8766247, -73.9292931 40.875489, -73.9302801 40.8738016, -73.9313101 40.8722115, -73.9319967 40.8710432, -73.9319967 40.8702968, -73.932308 40.8698717))",Inwood
"POLYGON ((-73.918997 40.876077, -73.918407 40.8759147, -73.9182246 40.8764177, -73.9184499 40.8766367, -73.9182782 40.876726, -73.9181173 40.8767341, -73.9178705 40.8769126, -73.9177203 40.8770829, -73.9178061 40.8772289, -73.9177096 40.8772776, -73.9168513 40.8777481, -73.9162183 40.8779509, -73.915478 40.8779428, -73.9147806 40.8780564, -73.9141154 40.8782916, -73.9135575 40.878608, -73.9123452 40.8793462, -73.9114225 40.8800844, -73.9103711 40.8806684, -73.909384 40.8814715, -73.9086866 40.8825098, -73.9091372 40.8827775, -73.9092338 40.8830695, -73.9093518 40.8836778, -73.9095986 40.8837184, -73.9100814 40.8834913, -73.9104354 40.8835318, -73.9108646 40.8836129, -73.9115727 40.8838157, -73.9117765 40.8838238, -73.9159286 40.8848783, -73.9164543 40.8850892, -73.9173126 40.8853893, -73.9179779 40.8854704, -73.9186215 40.8856164, -73.9199626 40.8859327, -73.9202845 40.8859814, -73.9210784 40.8861761, -73.922838 40.882307, -73.9236963 40.8805792, -73.9238787 40.8802304, -73.9240074 40.8801655, -73.924104 40.8799627, -73.9249516 40.8790785, -73.9249623 40.8789811, -73.9248443 40.8789325, -73.9247262 40.8789568, -73.9246297 40.8790542, -73.9244258 40.8790704, -73.9231169 40.8789325, -73.9229667 40.8790298, -73.9228165 40.8790217, -73.9226341 40.8789325, -73.9224517 40.878754, -73.922205 40.878681, -73.9220762 40.8786242, -73.9217114 40.878316, -73.921454 40.8781132, -73.9210355 40.8777481, -73.92066 40.8774074, -73.9202952 40.8770099, -73.9201236 40.8767909, -73.9197159 40.876442, -73.9193296 40.8762149, -73.918997 40.876077))",Spuyten Duyvil
"POLYGON ((-73.907844 40.8965442, -73.9079942 40.8948898, -73.9080371 40.8924081, -73.9080585 40.8916295, -73.9081229 40.8905264, -73.9082302 40.8899262, -73.9081229 40.8891152, -73.9076508 40.8882392, -73.9071788 40.8872983, -73.9069857 40.8859843, -73.9071144 40.8857572, -73.9073934 40.8845081, -73.9070929 40.8847028, -73.9065136 40.8850921, -73.9053978 40.8860006, -73.904282 40.8869739, -73.9036597 40.8877039, -73.9033164 40.8882392, -73.902737 40.8891152, -73.902265 40.8891152, -73.90175 40.8891152, -73.9011921 40.8889367, -73.90072 40.888953, -73.9002265 40.8893585, -73.8996257 40.889618, -73.8986815 40.889472, -73.8987245 40.8889205, -73.8980164 40.8904615, -73.897673 40.8912888, -73.8973512 40.8918241, -73.8968576 40.8928136, -73.8965572 40.8935597, -73.8965358 40.8939328, -73.8972224 40.8987338, -73.8973082 40.8995124, -73.8975228 40.8997881, -73.8980807 40.8999665, -73.8984026 40.9001449, -73.8989176 40.9006639, -73.8997973 40.900891, -73.9007415 40.9010207, -73.9017714 40.9011018, -73.9026941 40.9010856, -73.9034237 40.9010531, -73.9041962 40.900891, -73.9048399 40.9007612, -73.9052047 40.9006152, -73.9059557 40.9002584, -73.9065565 40.8996908, -73.9070071 40.8992042, -73.9075006 40.8984095, -73.9077367 40.8978093, -73.9078011 40.8971606, -73.907844 40.8965442))",Fieldston
"POLYGON ((-73.8965591 40.9113697, -73.9104207 40.9152939, -73.9106353 40.9147993, -73.9110323 40.9144669, -73.9112361 40.9140778, -73.91144 40.9138426, -73.911676 40.9133643, -73.9115151 40.9127724, -73.9115151 40.9124481, -73.9116116 40.9120832, -73.9116438 40.9117995, -73.9123519 40.9090589, -73.9126631 40.9081021, -73.9127382 40.9080129, -73.91306 40.9078994, -73.9131351 40.9078264, -73.9130708 40.9077291, -73.912942 40.9076156, -73.9129206 40.9074291, -73.9130279 40.907121, -73.9131888 40.9067156, -73.9132746 40.9064642, -73.9135214 40.9058885, -73.9135428 40.9056858, -73.9136609 40.9054263, -73.9138003 40.9051668, -73.9138862 40.9049722, -73.9139291 40.9047776, -73.9140793 40.9044208, -73.9141651 40.9042505, -73.9143046 40.9041289, -73.914487 40.9041045, -73.9145835 40.9041208, -73.9146586 40.9039829, -73.9114293 40.9033342, -73.9110645 40.903391, -73.9107319 40.9032774, -73.9061078 40.9016718, -73.9056893 40.9003662, -73.9048399 40.9007612, -73.9034237 40.9010531, -73.9017714 40.9011018, -73.9007415 40.9010207, -73.8997973 40.900891, -73.8989176 40.9006639, -73.8984026 40.9001449, -73.8980807 40.8999665, -73.8975228 40.8997881, -73.8973082 40.8995124, -73.8970204 40.9009258, -73.8969775 40.9012096, -73.8969239 40.9015096, -73.8968166 40.901688, -73.8965054 40.9029044, -73.8964625 40.9029936, -73.8964303 40.9033828, -73.8965591 40.9113697))",North Riverdale
"POLYGON ((-74.0730621 40.6378353, -74.0728255 40.6378831, -74.0729433 40.6378321, -74.0726753 40.6378505, -74.0726324 40.6381274, -74.0724178 40.6381925, -74.0726753 40.6384042, -74.0728684 40.6383228, -74.0730401 40.6385507, -74.0730615 40.6391206, -74.0730401 40.6405046, -74.0727826 40.6405535, -74.0728255 40.6407977, -74.0699716 40.6410419, -74.0700574 40.6412862, -74.0717097 40.6410419, -74.0728469 40.640928, -74.0730615 40.6416281, -74.0702076 40.6419863, -74.0703149 40.6422142, -74.073083 40.6418398, -74.0731688 40.6421491, -74.0704008 40.642491, -74.0704008 40.6426701, -74.0720959 40.6424585, -74.0721174 40.6427027, -74.0714951 40.6428167, -74.0715166 40.6431586, -74.0709587 40.6432074, -74.071023 40.643354, -74.0716024 40.64324, -74.0713449 40.6434679, -74.0716668 40.6434679, -74.0716882 40.6438098, -74.0720316 40.6437936, -74.0720745 40.6439238, -74.0718599 40.6439564, -74.0719457 40.6442006, -74.072289 40.6442332, -74.0721174 40.6444774, -74.0725895 40.6445751, -74.0728684 40.6449007, -74.073083 40.6447216, -74.0733834 40.6448193, -74.0732332 40.644917, -74.0734478 40.6450635, -74.073555 40.6449333, -74.0740057 40.64521, -74.0743061 40.6449984, -74.0749069 40.6455682, -74.0751429 40.6456822, -74.0760227 40.6465288, -74.076366 40.6468381, -74.0770097 40.64718, -74.0773531 40.6473428, -74.078147 40.6477499, -74.078898 40.648108, -74.0793701 40.6482871, -74.0797992 40.6483848, -74.0800996 40.6483197, -74.0806146 40.6482708, -74.0811296 40.6484825, -74.0814086 40.648515, -74.0817519 40.6483685, -74.0824171 40.6483197, -74.0841337 40.648629, -74.0846916 40.6488569, -74.0855284 40.648922, -74.0861292 40.6488081, -74.0873952 40.6483685, -74.0882536 40.6478964, -74.0893479 40.6473428, -74.086773 40.644168, -74.0865799 40.6437936, -74.0864296 40.6430609, -74.0866442 40.6422956, -74.0875884 40.638453, -74.0874596 40.6380785, -74.0861936 40.6368247, -74.0836831 40.6358151, -74.0792628 40.6380948, -74.0786834 40.6382739, -74.0770097 40.6377203, -74.0739198 40.6378831, -74.0736838 40.6378343, -74.0733834 40.6378994, -74.0730621 40.6378353))",St George
"POLYGON ((-74.0893479 40.6473428, -74.0900689 40.6471653, -74.0911847 40.6466443, -74.092043 40.646449, -74.0929013 40.6461559, -74.0938884 40.6457326, -74.0951758 40.6454721, -74.0963346 40.6455047, -74.0956479 40.6436486, -74.0948325 40.6407504, -74.0943604 40.6404248, -74.093588 40.6372008, -74.0932876 40.6364843, -74.0924293 40.6354422, -74.0918714 40.6355725, -74.0906268 40.6353771, -74.0895539 40.6357353, -74.088009 40.6377219, -74.0872365 40.637787, -74.0874596 40.6380785, -74.0875884 40.638453, -74.0864296 40.6430609, -74.0865799 40.6437936, -74.0893479 40.6473428))",New Brighton
"POLYGON ((-74.0963346 40.6455047, -74.0985681 40.6454795, -74.0985252 40.6450236, -74.1000701 40.644991, -74.101143 40.6453166, -74.1025592 40.6457074, -74.1040613 40.64574, -74.1053916 40.6456423, -74.1076232 40.6456097, -74.1089536 40.6456097, -74.1105844 40.6453166, -74.1111423 40.6448933, -74.1114856 40.6450887, -74.1118289 40.6447956, -74.1121294 40.6443723, -74.1131593 40.6440793, -74.113331 40.6437211, -74.1138889 40.6438188, -74.1130306 40.6444049, -74.1141035 40.6441118, -74.1140605 40.6434931, -74.1151763 40.6427767, -74.115348 40.6424511, -74.1158201 40.6424511, -74.1161205 40.6422883, -74.1167428 40.6431838, -74.1163136 40.6421743, -74.1166784 40.6421417, -74.1171934 40.6430698, -74.1168071 40.6420441, -74.1171075 40.6419464, -74.1174509 40.6424185, -74.117129 40.6417021, -74.1175367 40.6416207, -74.1178371 40.6417184, -74.1182662 40.6428744, -74.1184165 40.6427605, -74.1179658 40.641637, -74.1184379 40.6415393, -74.1188671 40.6425325, -74.1190387 40.6425, -74.1189314 40.6423371, -74.1191889 40.6422557, -74.1190173 40.6417835, -74.1187169 40.6417998, -74.1183092 40.6411974, -74.1177727 40.639846, -74.1177298 40.6388853, -74.1175796 40.6373384, -74.1175796 40.6364103, -74.1171934 40.6345702, -74.1152407 40.6346842, -74.1124083 40.6347331, -74.1088892 40.6347168, -74.1059066 40.6347331, -74.1026021 40.6346842, -74.0993191 40.6341143, -74.0987398 40.6340166, -74.0972163 40.6339514, -74.0968086 40.6346028, -74.0965725 40.6352541, -74.0961219 40.6355635, -74.0956928 40.6355961, -74.0939547 40.6350099, -74.0934612 40.6349773, -74.0929891 40.6350587, -74.0924293 40.6354422, -74.0932876 40.6364843, -74.093547 40.6370779, -74.0943604 40.6404248, -74.0948325 40.6407504, -74.0956479 40.6436486, -74.0963346 40.6455047))",Randall Manor
"POLYGON ((-74.125998 40.6339305, -74.1256547 40.6329534, -74.1250968 40.6320741, -74.1229081 40.6289148, -74.1212344 40.6277097, -74.1196465 40.6261137, -74.1199791 40.6254948, -74.1184234 40.6237685, -74.1175436 40.6235404, -74.1165995 40.6241431, -74.1153121 40.6238988, -74.1130805 40.6230193, -74.112308 40.6221399, -74.1127801 40.621521, -74.1115355 40.6205438, -74.1099047 40.619762, -74.10748 40.6184915, -74.1063427 40.6190778, -74.1071153 40.6197294, -74.1064715 40.6203483, -74.1066861 40.6206414, -74.1052699 40.6211952, -74.1052699 40.6214884, -74.1038108 40.6217164, -74.1039395 40.6226936, -74.102695 40.6227262, -74.102695 40.6231171, -74.1021371 40.6231822, -74.1024804 40.6244851, -74.1001201 40.624648, -74.1008496 40.6283937, -74.0990043 40.6285891, -74.099133 40.6299571, -74.098146 40.6300873, -74.0984893 40.631553, -74.0971589 40.6319112, -74.0972163 40.6339514, -74.0987398 40.6340166, -74.1026021 40.6346842, -74.1124083 40.6347331, -74.1171934 40.6345702, -74.125998 40.6339305))",West Brighton
"POLYGON ((-74.1184379 40.6415393, -74.1189971 40.6415069, -74.1194478 40.642321, -74.1191688 40.641458, -74.1194692 40.6414255, -74.1199413 40.642321, -74.1197267 40.6415232, -74.1200271 40.6415069, -74.1199627 40.6411324, -74.1203061 40.6412138, -74.1209498 40.642093, -74.1210142 40.6419302, -74.1204563 40.6411324, -74.1207996 40.6410836, -74.1210571 40.6412952, -74.1214219 40.6415232, -74.1217866 40.6414418, -74.122087 40.6414418, -74.1227093 40.6413604, -74.1229239 40.6410673, -74.1228595 40.6408719, -74.1231385 40.6407091, -74.1235033 40.6405951, -74.1237607 40.6402694, -74.1243401 40.6400903, -74.1245976 40.6402206, -74.1250053 40.6402043, -74.1253486 40.6401066, -74.1257778 40.6401066, -74.1261425 40.6402532, -74.1265288 40.6403834, -74.1267863 40.6403834, -74.1270009 40.6402206, -74.1270652 40.6399112, -74.1270652 40.6393413, -74.1269365 40.6384621, -74.1270438 40.6381039, -74.1276017 40.6376479, -74.127709 40.63742, -74.127945 40.63742, -74.1272369 40.6381201, -74.1270652 40.6387715, -74.1271511 40.6391785, -74.1272583 40.639667, -74.12743 40.6400252, -74.1275588 40.640188, -74.1281166 40.6402043, -74.1282883 40.6402857, -74.1288033 40.6402369, -74.128975 40.6411975, -74.1289535 40.6403671, -74.129211 40.6404811, -74.1293183 40.6403671, -74.1299406 40.6406928, -74.1295329 40.6413278, -74.1297474 40.6413929, -74.130198 40.6406928, -74.1302195 40.6409859, -74.1304341 40.640823, -74.1311207 40.6410347, -74.1314855 40.6403997, -74.1311207 40.6403671, -74.1301551 40.6398624, -74.1296831 40.6394065, -74.1291895 40.6387226, -74.1286316 40.6373386, -74.1288677 40.6367035, -74.1288891 40.6353357, -74.1289106 40.6347169, -74.1290179 40.634261, -74.1294685 40.6336096, -74.1300264 40.632714, -74.1306272 40.6313624, -74.1301766 40.6299456, -74.1312924 40.626314, -74.129962 40.6264606, -74.1220441 40.6274703, -74.1212344 40.6277097, -74.1229081 40.6289148, -74.1256547 40.6329534, -74.125998 40.6339305, -74.1171934 40.6345702, -74.1175796 40.6364103, -74.1177727 40.639846, -74.1184379 40.6415393))",Port Richmond
